record_id,near_duplicate_group_id,direct_perceptual_label_conflict,direct_benchmark_match,minimum_direct_distance
rec_4fcc0f9668a92904c45c,near_c69ac3289395f03f3807,false,false,0
rec_4fcc6420102adad2e936,near_2791da3a50be06fd2718,true,false,0
rec_4fde34a66838c129608d,near_db1ecaf3c324582a5348,false,false,2
rec_4fe56bddab21fa18d2f2,near_2791da3a50be06fd2718,true,false,0
rec_4feffd57e990d3ba62a0,near_2791da3a50be06fd2718,true,false,2
rec_4ff31ebc622f6181dbbe,near_46f5ad7cdb34a1eef011,false,false,0
rec_4ffc09c9a93a6bdf4cc5,near_2791da3a50be06fd2718,true,false,0
rec_4ffe32bba109f27b7598,near_941799d036e32f551429,false,false,0
rec_501be30ebcdef350c859,near_91a657370ef7649b9c5f,false,false,0
rec_5023b27e3483fab3445b,near_b18f7d1d1c620e57b694,false,false,0
rec_502c94a0f451985610bd,near_a7250e45ea66dcfd42ef,false,false,0
rec_5034d69f132ca20fc95b,near_5b230b8bee24a5f97ae7,false,false,0
rec_503df5e2aca60d243d1c,near_1ecfeae8e9d601e3e09f,true,false,0
rec_50451b6d12584f1afb0b,near_c0156b0a0aa91ba3163d,false,false,4
rec_5047a9500a3dbd88582b,near_935fb421e15a2c5be956,false,false,0
rec_5049ce50313847f319da,near_097324fa18aa9b4fa4e5,false,false,0
rec_50612564cb1db08b9324,near_27db0ba7ad959609c2a3,false,false,0
rec_506918fb5f40c9430bf3,near_2791da3a50be06fd2718,true,false,2
rec_50713d3793f63dcf8ddf,near_21ac6c8a225e7a4e961f,true,false,0
rec_507651ce711c6a418801,near_7199b0584a02c91eb5b8,false,false,1
rec_50785f2dbc18ba8fc571,near_2896d789e6261c6a8bd8,false,false,0
rec_5079ee08c31f520a57c7,near_3eeec986777023993a2a,false,false,0
rec_507dd02abc6a5a4e95bc,near_2791da3a50be06fd2718,true,false,0
rec_508314adec478796a5a8,near_fa4396d90017f8d551f1,false,false,1
rec_50a1ebf821c1a95169c5,near_2791da3a50be06fd2718,true,false,0
rec_50a90eea10a89257a14c,near_f7211825b9101b4a0bb9,false,false,3
rec_50b067f75cb51f6eae8a,near_7ee34350468767628f25,false,false,0
rec_50b49b70833633cbbab2,near_2791da3a50be06fd2718,true,false,0
rec_50b6c229b781c7bdec39,near_2791da3a50be06fd2718,true,false,1
rec_50b7d4cee0abdbe71e0c,near_f6b4ddd38b5a6410e7a4,false,false,0
rec_50cef65182a8e7781cdd,near_24ccc0221273e0e5ae54,false,false,0
rec_50d02d32af299c67da9e,near_2791da3a50be06fd2718,true,false,0
rec_50d0999bad69a33602c6,near_c8da41faeab03dc862df,false,false,3
rec_50d40901c9f0ca2cf780,near_34685ea9286aaa76d2ca,false,false,0
rec_50dbce03434229afffdd,near_2791da3a50be06fd2718,true,false,2
rec_50de2712eae4fe6d6479,near_2791da3a50be06fd2718,true,false,0
rec_50dfebaace49f6aa0b33,near_2791da3a50be06fd2718,true,false,0
rec_50ee9d5178658ee5a061,near_27f6ff711b79f0a5f2cc,false,false,1
rec_50f17cb7177b0e363184,near_2791da3a50be06fd2718,true,false,0
rec_50fb4a6cd7f9ada56853,near_2791da3a50be06fd2718,true,false,0
rec_5103b3e909de635d502d,near_c52f0edde06663cca045,false,false,1
rec_51050f681030cc55a22d,near_f311ef8ddd02146fb0b2,false,false,1
rec_510c0f15d223741a2c8b,near_2791da3a50be06fd2718,true,false,0
rec_51117d0b753cf4f93dcc,near_adaecd312f811efa16a9,false,false,0
rec_511253de7d192ae2a5dd,near_1ac8a944ad6cfbc50f24,false,false,3
rec_511a3b1b1e358b3235eb,near_2791da3a50be06fd2718,true,false,1
rec_5127362865f2df2a73ca,near_401480e50ae5fa2a2740,false,false,0
rec_512cbeb3b6005b1fea85,near_64840989a0832ed838c2,false,false,0
rec_512e8778906b4dca3abf,near_2791da3a50be06fd2718,true,false,0
rec_512fe80ec8d94e3303b7,near_aa0b2b968f5340c18598,false,false,0
rec_513a12b4f69afb959808,near_21049198494817151680,false,false,0
rec_5145279c80ae3e28e0ff,near_63cc81d2f436ce6b2be8,true,false,0
rec_515709a44b069c313f1a,near_7199b0584a02c91eb5b8,false,false,3
rec_51674cf5af5118f44aad,near_9a129c8a19fc54671a12,false,false,2
rec_51696057bdeb8558eea5,near_ff1743969a4434397e77,false,false,0
rec_51769a770ad1296761a1,near_2791da3a50be06fd2718,true,false,0
rec_518a5cb07ea58957da89,near_2791da3a50be06fd2718,true,false,0
rec_518c1547cbdbbaff4ead,near_2791da3a50be06fd2718,true,false,0
rec_5198cc3fa2f417348d4f,near_d2d0d49dc9fbeb6d4c04,false,false,0
rec_519c718fefea00d6ea64,near_05fa98c928cde5e76577,false,false,0
rec_51a25fe8cba7c641c140,near_4495370cf26b1ae17e53,false,false,1
rec_51a6267217d7ed0a3878,near_6e3e29aaaa917770fb24,false,false,0
rec_51b18a5d8da500317833,near_6ce043d6c8364783ed42,false,false,0
rec_51ba72cbe44c03bbc3dd,near_2791da3a50be06fd2718,true,false,0
rec_51be4d4d2e0d55378b20,near_9516eeadba3e4cbd8825,false,false,0
rec_51c2682173ba668e6892,near_2791da3a50be06fd2718,true,false,0
rec_51caad5fc2f49f30059f,near_2791da3a50be06fd2718,true,false,0
rec_51d7c116a19eca92a41a,near_2791da3a50be06fd2718,true,false,3
rec_51f9e6abcecdeeaa10ba,near_2791da3a50be06fd2718,true,false,0
rec_5212653c2a5e0af23ca9,near_fab4d9fe1f0d96aa180e,false,false,0
rec_5217aa9e326ce531e6c8,near_2746c3d6a9ea9e91f169,false,false,0
rec_52264372c717dc70c41b,near_971b1c5cb915623819a3,false,false,0
rec_52395f7ba573f4e7dd68,near_7ce6e5f16b2a7d208349,false,false,0
rec_5241778af0640f9d34d5,near_94d8186ea694faf6beae,false,false,0
rec_5242fa1df626f5c308a5,near_3d90d8d3051b1a01b0a0,false,false,2
rec_524ab577c078ffe13e0c,near_64840989a0832ed838c2,false,false,0
rec_5267f6abd8a471fec7b0,near_aaa939c493e2b57f4608,false,false,1
rec_526f64d3697c368d9407,near_2791da3a50be06fd2718,true,false,2
rec_52797e81931596c772b3,near_f120557cd84487351fa1,false,false,0
rec_529202e2a799f73af88c,near_65641cb6cd04f12839c3,false,false,0
rec_52b56f775bdcc2592332,near_00a3ed26b9c13787df8f,false,false,0
rec_52c5e9d57f1779e29e07,near_6913fb4eeead67665132,false,false,0
rec_52c8290918a557ecfbef,near_0532a66b213b7a7bb7f9,false,false,0
rec_52c8fb850621d7a194ae,near_47bd2f0e10c7836dcb73,false,false,0
rec_52ccf40796cc4c73dc70,near_2791da3a50be06fd2718,true,false,0
rec_52d122d9eabc64b1baab,near_2791da3a50be06fd2718,true,false,0
rec_52d6272afb4f23c1df21,near_6585e755e8a8b1356b35,false,false,1
rec_52dad6e4d7765fffe680,near_2791da3a50be06fd2718,true,false,0
rec_52efa203ff012894e1da,near_fd24b4e11bccd019b47b,false,false,0
rec_52f7b541b223ef41abed,near_2791da3a50be06fd2718,true,false,0
rec_53147737fbe308b86e8d,near_d8db2441148540a2ca5c,false,false,0
rec_5324f8b2de6d2fcdf4d3,near_af85de69a251d213d8ed,false,false,1
rec_532a41efb0499e95a981,near_1215024a3de86dd3ac2c,false,false,4
rec_532c0ac44033b23d49bc,near_2791da3a50be06fd2718,true,false,2
rec_533d2fa8a3b85f7afaa2,near_0b35210cc17df5f90714,false,false,4
rec_53538732e4d9215a7940,near_cead2fd49e46983fa186,false,false,0
rec_535492c1e2b90575c59c,near_9fd8eaf76c862ec6577d,false,false,0
rec_5359cc0ae141feb1fff0,near_075cda32113c6ede091c,false,false,2
rec_53623c9104d2ae63abf5,near_ab02f585abe8a26dcf28,false,false,0
rec_53673a3c0886cd4a48f1,near_e330f3ba85361aad6b98,false,false,0
rec_538d8b27dd92fb4eaef5,near_2791da3a50be06fd2718,true,false,0
rec_539d097305cd93965d88,near_2791da3a50be06fd2718,true,false,0
rec_53ab18e2b69912841d0b,near_d103bc5daefc2cad49cb,false,false,1
rec_53ada9b42321a410432e,near_73f0a05a30ce2733d69e,false,false,0
rec_53b76dfb9c996ed4c77f,near_495ec3f73092185818c0,false,false,0
rec_53b83bae3e5e75483796,near_7ae57965aa88d905778c,false,false,0
rec_53b9fc1244b00b8de582,near_ce9b1386510a2af11b21,false,false,1
rec_53bd85c777af7a6f24d0,near_0341a8886897416a80c6,false,false,0
rec_53bf585a79703ba088a4,near_31081ab3c6722b8ac963,false,false,0
rec_53c3c5fd462e761fbfed,near_2791da3a50be06fd2718,true,false,0
rec_53c9f7ce4e8b8934bf30,near_b7fb133c772f32922d29,false,false,1
rec_53caf0f1c239c78fcf3f,near_3627771c4e33b4fdac54,false,false,0
rec_53cb94d1685b02da173c,near_5b5f279cd299e1e6ee6c,false,true,0
rec_53d6a6a0aed9479622f7,near_d59709e0268516726f59,false,false,0
rec_53dacedf46defa4e12a0,near_9320baee459e28f5a16f,false,false,0
rec_53e105a0561411c18f21,near_e77de8df8c8ce0aa71b5,false,false,1
rec_53e5bf07fe8b88a33681,near_2791da3a50be06fd2718,true,false,0
rec_53e8810e87684bbf0351,near_5109624955de59a4a76c,false,false,4
rec_53e9e75d5ada48fc634b,near_8b95aa0c1bd3a9538ef1,false,false,0
rec_53edcbc6389563024dde,near_2791da3a50be06fd2718,true,false,2
rec_53f5cc181eb09be69073,near_2d9e570f2542cb073be1,false,false,1
rec_53f7f68f8c11491a3074,near_2791da3a50be06fd2718,true,false,0
rec_53fb01bf1643fe79a64b,near_77130dde2ff1f3aeee8a,false,false,0
rec_540777c90375f39af40a,near_65c47777992cc92498bc,false,false,0
rec_54079c61c495916e2c4b,near_ff46eefe23c69607d886,false,false,0
rec_5422fd1c8b0899b04fe9,near_38c6fee3f86962297660,false,false,0
rec_54232c8f0511bab61c19,near_beacf187a640501fa275,false,false,2
rec_542a69b3d1f9332f397a,near_2791da3a50be06fd2718,true,false,0
rec_54367a5954f6eedfea6a,near_fc37ded3e33dc7a57c84,false,false,4
rec_543781421419e154f4f4,near_2791da3a50be06fd2718,true,false,2
rec_543c6468989abd1923c8,near_aaaccd842d7f76dfc913,false,false,0
rec_543c8a968155979dc377,near_cbab087979745d1c0a74,false,false,1
rec_543e00e051eb1a893675,near_2791da3a50be06fd2718,true,false,0
rec_544e2bf00836e827a774,near_1481670fc332f5b30580,false,false,2
rec_544f1cc4f6485b8c89c5,near_2791da3a50be06fd2718,true,false,0
rec_545773aaaf4eb4f72c82,near_2791da3a50be06fd2718,true,false,0
rec_545babb55fc0a157f265,near_484e454fad90f1b347c7,false,false,0
rec_54657b551a90e2e688a1,near_432094fa5eff7080dacd,false,false,3
rec_546ebf8486f9165fdff0,near_2791da3a50be06fd2718,true,false,0
rec_54737082d27530cdfaa0,near_047b19ceecd359fb5204,true,false,0
rec_547feb3ccefe55a9abc2,near_4853ee866e384e43c592,false,false,0
rec_548ed241da9b71f99397,near_2791da3a50be06fd2718,true,false,0
rec_549d39f2c382ea041f90,near_1b2e1aab74cc52224bb5,false,false,2
rec_549ee3923177706e261f,near_1a550b4f41253625a0fe,false,false,2
rec_54a41fd2b9e48415942d,near_2791da3a50be06fd2718,true,false,0
rec_54a98a3dcaea4437f0e0,near_4e36a282da927f64868e,false,false,0
rec_54afc00e6a2efac1d578,near_d3fd0b862f4f00fd4c21,false,false,0
rec_54b5076bbd74761e8db9,near_548be12cbd765420a296,false,false,0
rec_54b67ad322f96160e967,near_15319eb842f061bc6be9,false,false,0
rec_54bab2f176768e707e5d,near_2791da3a50be06fd2718,true,false,1
rec_54c8032bf529efd2051b,near_a6142a52a399c6ae97e7,false,false,0
rec_54d9c8a2025ec60e70dc,near_cc174e5bcbc915209606,false,false,0
rec_54da76e132d0630a0e0c,near_2791da3a50be06fd2718,true,false,0
rec_54dde1d6d4a388e805f7,near_91bb56f952fa5d02fc3b,false,false,0
rec_54e4c47aa7f87e55f334,near_2791da3a50be06fd2718,true,false,0
rec_54e4c6f5bf1bb842529b,near_b8b92cb7735a82211c21,false,false,0
rec_54e4d1e7d6acebb9da27,near_4b28324087103b9763e0,false,false,0
rec_54f74273811360f583c8,near_a00a05ecb1bc5e749288,false,false,3
rec_54f908ae64d7c457fb53,near_9c566338ac68ca303f91,false,false,0
rec_54fa701371c5cef16fbd,near_2791da3a50be06fd2718,true,false,0
rec_550b14bd2a0b9e5aa505,near_2791da3a50be06fd2718,true,false,0
rec_550de4ecadddb4eac8a8,near_986657b3985e91550edc,false,false,0
rec_551877dcb311fdbfd623,near_d76ad7279d823931c619,false,false,0
rec_55207987e24ef1d2599a,near_2791da3a50be06fd2718,true,false,0
rec_55277aea9847bd6b8520,near_2791da3a50be06fd2718,true,false,2
rec_5529970c21023475c3e4,near_73660ad7b9bf5a832c57,false,false,4
rec_552f19b9474deb36ef10,near_2791da3a50be06fd2718,true,false,0
rec_55501bcafbf4f636e59d,near_2791da3a50be06fd2718,true,false,1
rec_55526929e049db7cdb71,near_0093c28d5d2a0f7f3664,false,false,0
rec_5563d1e7bd94c35ee56d,near_a00691257146e853dee3,false,false,2
rec_556e2e2f218d19383c20,near_63cc81d2f436ce6b2be8,true,false,1
rec_55743d1aa286ca0c89a0,near_91174a5bc20d1af9d5df,false,false,0
rec_557974f9300d9e8dfc8d,near_2791da3a50be06fd2718,true,false,1
rec_55818bff8a7393a29f61,near_bf08ad3c7cf1413fcebd,false,false,0
rec_5582114d630012c35123,near_2791da3a50be06fd2718,true,false,0
rec_5586ad4b7ff86836dc8e,near_401480e50ae5fa2a2740,false,false,1
rec_559de01c38c08c1a291e,near_fc7c1bf63af3ab98d893,false,false,2
rec_55a0cf687ac8710033d0,near_92fa31eda4dc8a9df19b,false,false,1
rec_55a5612f0f57b608e153,near_33ea30a9da993c1aefca,false,false,0
rec_55accd4d9b4920530e07,near_83b738f77fa9251c1828,true,false,4
rec_55b493925b7420fb2468,near_2791da3a50be06fd2718,true,false,0
rec_55ba8370d2fcf39f77f1,near_1286e5625d5cebe70bbb,false,false,1
rec_55ce8f8c3c5ae7787cc2,near_0ed49b1d5b83501b0eb9,false,false,0
rec_55d5851d13be9c60d318,near_b884889f1906f1702468,false,false,0
rec_55ddfddfe5d33edbcea5,near_939355f7bde9e6a87084,false,false,0
rec_55e9df05dbcc6e7b02ac,near_2791da3a50be06fd2718,true,false,2
rec_55eb1b18449338f712af,near_ebd4ad6b712241365ef9,false,false,0
rec_55eefda78b3b80856946,near_2791da3a50be06fd2718,true,false,0
rec_55ef7bdd73b6a8a1b61c,near_2791da3a50be06fd2718,true,false,0
rec_55f9a5df4d5bfcb2a63f,near_0fe30b70073445b06c5d,false,false,1
rec_560a902c07a02abc3b79,near_2791da3a50be06fd2718,true,false,0
rec_560f73ee196f12d370f7,near_2d30340e5126098c9781,false,false,1
rec_5617ceede4158a4c0a27,near_15e992980990b97d046f,false,false,0
rec_5628b743461215fea91f,near_c917d3436c3021fd738a,false,false,4
rec_562b0c8cbcb025425cd7,near_9b90900ebb2aea9d9f45,false,false,4
rec_562c25701f62a39901d1,near_65edaafb4b841e24de4a,false,false,1
rec_563840a5b32d8b1f1934,near_2791da3a50be06fd2718,true,false,0
rec_5638b2ac5b9459424fc3,near_8cafe951ea8e81415367,false,false,0
rec_563aea0da7667d83e7bd,near_5eea8c96a4f7cc22bdbc,false,false,0
rec_56441249b3e4524507d0,near_851a4539a7c8a34b6e2b,false,false,4
rec_565048ed328d7df06300,near_cd6bd3ba943f2c9fcddf,false,false,0
rec_56523a344e3a311300e7,near_a528c6c6871a0a4aac68,false,false,1
rec_56583fc780046c3cfde4,near_96bc150a3f1ac2374a3e,false,false,0
rec_5671707fabd67cb3a410,near_2791da3a50be06fd2718,true,false,0
rec_568152849c5852c481f7,near_94ddd863b72893b72f47,false,false,0
rec_569a8801cde16a868120,near_7d89a89bfaff1e1d3e18,false,false,0
rec_569ac7f30aadd78db872,near_2791da3a50be06fd2718,true,false,0
rec_56a82f1abd7497740471,near_8dbb242afd4ea92b280d,false,false,1
rec_56b136d946a60d2cc0fc,near_cbab087979745d1c0a74,false,false,2
rec_56be644d140e0cebce87,near_ff24abcb79fd9f9a268d,false,false,4
rec_56c14edef8854dfe76da,near_2791da3a50be06fd2718,true,false,2
rec_56c5730dca3f4a0bb3f6,near_2791da3a50be06fd2718,true,false,0
rec_56d79a5f9a397d0c7327,near_48f4511427704e5a9ef5,false,false,0
rec_56d95980f25a3a4c6cf4,near_9befda6835addea8ce67,false,false,4
rec_56e217adab8d4af3aad9,near_6f6381fed5d2180cb367,false,false,0
rec_56e90e76502282e9d697,near_2791da3a50be06fd2718,true,false,0
rec_56eaf911ebbc8fc675e4,near_2791da3a50be06fd2718,true,false,0
rec_56eeb23a51c75ac5b6b4,near_6c5f7c2e2a985c234d4b,false,false,0
rec_5712b14e30bca9e33222,near_26bf2c9c99c5ebc186ae,false,false,0
rec_57251260306b45ec37bc,near_2791da3a50be06fd2718,true,false,0
rec_57257ec371a00f26549d,near_2791da3a50be06fd2718,true,false,0
rec_5729ab648529f84a7241,near_ae6031ec341d365d54cf,false,false,1
rec_5730672ef4540a22c364,near_15f2503a09da2a152f98,false,false,0
rec_573a3c461529529a7763,near_554403a6e6c7a70ec5a8,false,false,0
rec_57433ea52d7e9e008586,near_2791da3a50be06fd2718,true,false,1
rec_5752878623889475ceab,near_2791da3a50be06fd2718,true,false,0
rec_5752cec8078e17c29aa2,near_2a8e74425618a2645cb0,false,false,3
rec_57554b2ea3696f1782c5,near_3100c0be0d14e1fdde6d,true,false,0
rec_57579ccc175b98f26e47,near_c96e83435f16f96f5114,false,false,1
rec_5763d7fb5b35da745718,near_1c6e449907a34512b68b,false,false,0
rec_577511d3e8bfd688e78c,near_10ea4805849ce14b658b,false,false,0
rec_577f26011c17645c8c40,near_a69d970b19d87ad8cd43,false,false,3
rec_57864dceec7751b47383,near_7196eabe781a20991bf0,false,false,0
rec_579150fa1774472d76fb,near_dbe5457bbab934542c8a,false,false,0
rec_579227316c29ddcfabe0,near_16d520adadfd4fa0ceb3,false,false,0
rec_57936c800843a7cd90e0,near_80dfd9e46012ad7d070b,false,false,0
rec_579513547406405f6575,near_ac6a723d8b63471c786c,false,false,1
rec_57958736aec394771fa0,near_00d85e8163e34eeadbe5,false,false,4
rec_5798577977cdc3d4c7a1,near_7abc92af34d2ec203baf,false,false,3
rec_579a57b6da81f9650482,near_2791da3a50be06fd2718,true,false,0
rec_57b262a9ccbcaa3b6877,near_afc1afc5be58f5914fca,false,false,1
rec_57bbdd10a6c21db3060c,near_a2995df884ee918600bf,false,false,0
rec_57cca5d0fc7763eba0d1,near_2791da3a50be06fd2718,true,false,0
rec_57d3f22ac560352b53a6,near_748e57e836ee9e3ea29f,false,false,3
rec_57e2ff7c8644a416173e,near_58eaa11db37d5b4f28cf,false,false,3
rec_57f903dae8346dfe085d,near_ab02f585abe8a26dcf28,false,false,0
rec_57fa37fdd9df8e8225d7,near_2791da3a50be06fd2718,true,false,2
rec_57fa7f86224f9d7425cb,near_5f96123ed63d11bdf0e5,false,false,0
rec_58027c11deb58d875f5b,near_1ad34d21f6f49e781cc7,false,false,4
rec_580dac4dad118518b292,near_7e01c8768f3f27a4209f,false,false,2
rec_58124eb2e7d89fe8e24d,near_2791da3a50be06fd2718,true,false,0
rec_5818b7ecc5c8dd57e606,near_2d2d5947fe89d20d8cc6,false,false,3
rec_5828db946c25360686c8,near_2791da3a50be06fd2718,true,false,0
rec_58347658ee220d40f49f,near_2791da3a50be06fd2718,true,false,0
rec_58411d8858e491abd579,near_658524f29b8133f752a5,false,false,0
rec_584132b29d732eb08603,near_e621e4b290d5647379db,false,false,3
rec_5858ef24e306cc65fc4d,near_2791da3a50be06fd2718,true,false,0
rec_5883d40cbbf75abfca98,near_01d8d1d14622e22f29db,false,false,0
rec_58862edb771bac10666a,near_fe9067a57c305c821699,false,false,0
rec_588e6c3283c7265b80c2,near_c868da1c8c39d8575fd7,true,false,2
rec_5894c709b273cd21c9f7,near_0e901749c4ae5ee2f874,false,false,0
rec_58b0c3669c9c0bcacf03,near_87bb39285f151a10c230,false,false,1
rec_58b465168048d5621d30,near_558c91537781d83a7c63,false,false,3
rec_58be4f9fdc33def0f994,near_a45ee7ed484fd2ef0844,false,false,0
rec_58c4bcd46ab7706f1b58,near_2791da3a50be06fd2718,true,false,0
rec_58c55c6e068413d227e5,near_e79e8fe542844120ea23,false,false,1
rec_58d9963c6f173e1d569d,near_2791da3a50be06fd2718,true,false,0
rec_58dc4ac79ae4336c9b0f,near_f0e651ca3aee80c5e22d,false,false,3
rec_58e29f1fa49122da7e80,near_3da0a746868ab8de3955,false,false,4
rec_58e944815e5f70b873e6,near_2791da3a50be06fd2718,true,false,1
rec_58f267088fa1b1bdb043,near_f8edd8ca550652d0175e,false,false,0
rec_58fc3682322565aa6b31,near_0362befea7e6d08ecfdf,false,false,0
rec_5902019c246f05a0f26c,near_9a3567aac024c0f2a273,false,false,2
rec_590e9f2243e1a98cf46e,near_2791da3a50be06fd2718,true,false,0
rec_5911e828da693f6cc9d1,near_fbac34f3ca589e911533,false,false,4
rec_591c3ffd7884d98c8415,near_9789887c6cbd060f3e5f,false,false,0
rec_59315ab83120885edcc4,near_2b4e5598264d9bdc539f,false,false,0
rec_5932befaa04a9845c580,near_2791da3a50be06fd2718,true,false,1
rec_5937551434fde593e99c,near_2791da3a50be06fd2718,true,false,0
rec_5941244179d023f3c4fe,near_2791da3a50be06fd2718,true,false,0
rec_594c0ac51ff465b9c919,near_bf4507a059dde3080f8e,false,false,1
rec_5951108eb6c4912d2814,near_2791da3a50be06fd2718,true,false,0
rec_5953f72c9a5ea30f343a,near_1fc536e114724a4e8dcd,false,false,0
rec_5956937df7416d9366fa,near_2791da3a50be06fd2718,true,false,0
rec_595e00041599cc5a5de1,near_a7250e45ea66dcfd42ef,false,false,0
rec_59602cb6f49aa31a4343,near_c8203b1ab9498ebee677,false,false,0
rec_5968c2f8472c9199fa22,near_1e2a0e30d3c204c47a28,false,false,1
rec_5969780cd4cac3e63963,near_f077d7e9fa0e3fe8b0a1,false,false,1
rec_59743d2cf58eaf77318c,near_34b6affcc421ecc78abd,false,false,0
rec_597bb704290922dcc01f,near_2791da3a50be06fd2718,true,false,0
rec_5980fef912dd32f4d3c5,near_2791da3a50be06fd2718,true,false,0
rec_598491393bccb29cb1a3,near_2791da3a50be06fd2718,true,false,0
rec_598dbaa2ace8e46d06a9,near_2c07569820d52382dfb5,false,false,0
rec_598fd1205c80dd9f97d3,near_939355f7bde9e6a87084,false,false,0
rec_598ff50f7b0a66f756fb,near_1a3095e149761de26251,false,false,0
rec_5997bff9545aafa59a9c,near_2b1f785cc849cf416657,false,false,0
rec_599a86a1ae6b01226153,near_ba9d53e7c21c3d3687d1,false,false,0
rec_59a3318380a1501bdbec,near_fae7595bd6a806417435,false,false,1
rec_59a50f60892a2ae92ca6,near_7e7b846e7def434e6734,false,false,0
rec_59abb5e5e4cfa92c496e,near_be4c96368ced645e8614,false,false,2
rec_59acc9066c57184a6054,near_a4d06db4d2aaeb1a121d,false,false,0
rec_59ba98f395a128aa6095,near_a75ea3f3e238c826f06e,false,false,2
rec_59c094a14949893111af,near_2791da3a50be06fd2718,true,false,0
rec_59c11d225c2e1cbf2c4b,near_31dfe7d9318f994c6861,false,false,0
rec_59c1b19e2bb417362e7e,near_b9ee1ca15575ca8b5bcb,false,false,0
rec_59c239052f88e7280fa9,near_2791da3a50be06fd2718,true,false,0
rec_59c2dc4dc7f5b92f96ff,near_4c46710315915c5982f8,false,false,4
rec_59dbfc3a5ffa906747b2,near_611aabe7bf0decb7d140,false,false,0
rec_59e9dafc41d5fb0dff44,near_2791da3a50be06fd2718,true,false,0
rec_59ea27c78c5e4f5c606f,near_efd1482ecd089784fa4b,false,false,0
rec_59f1b2da219ae743357d,near_70aa754441f2fd41ada9,false,false,0
rec_5a09c69e5ef741a7fd7d,near_2791da3a50be06fd2718,true,false,0
rec_5a0c7ff2a9425b58a653,near_2791da3a50be06fd2718,true,false,0
rec_5a1df69857d69a106700,near_2791da3a50be06fd2718,true,false,2
rec_5a1eded461921656b485,near_ef6efcc8630ffc600095,false,false,0
rec_5a2599502fedf9090f19,near_2791da3a50be06fd2718,true,false,0
rec_5a2c6662451bbd1d2af6,near_1c8501ada9f37cdd6f8b,false,false,0
rec_5a2e6e446e0551c6155e,near_ac65973235d495e391e9,false,false,4
rec_5a40a937b38f65391de6,near_2791da3a50be06fd2718,true,false,0
rec_5a47d5f7ea6207f1dcb8,near_acb5c22513760ccd060c,false,false,0
rec_5a54e2c858febaeb3e24,near_68069db7eca0553b2500,false,false,2
rec_5a609679367d282cd121,near_2791da3a50be06fd2718,true,false,0
rec_5a7c325d970f22c6e034,near_d1102e599475fa0033f5,false,false,1
rec_5a865051d0ab0ca1ad25,near_09e6e42b67f16327dab1,false,false,3
rec_5aabbc682787e22c348b,near_2791da3a50be06fd2718,true,false,0
rec_5aad620c5199b99e998d,near_2f7bd396fa4369139fc4,false,false,0
rec_5aaf54c447641701ad55,near_2302a435db90c20ac663,false,false,0
rec_5ad2768c8ad8eaa2f798,near_48dba6f123166bc03a3d,false,false,0
rec_5ad315347c8d409cb599,near_923d77301f10fd7ab05b,false,false,0
rec_5ae6c0728c28f537f1c3,near_911995b3dbf89e864c28,false,false,3
rec_5aef3c10362aaab8ff2b,near_632d3cca35155b706283,false,false,4
rec_5af720dd3da0e298ef80,near_1180af2ed7ecc8e6d6e8,false,false,1
rec_5b0d1f10ddf82307d6b9,near_1bfc56ac26a63964381e,false,false,0
rec_5b0d93390a79cc38f379,near_bed07f966626d3ebb71a,false,false,0
rec_5b10ac3d205836c6d0a6,near_c9ea18b96ed6a76ce0cf,false,false,0
rec_5b16c43ab66d9fa08a7e,near_2791da3a50be06fd2718,true,false,0
rec_5b1b499d671f60ce6dca,near_862fa7ef443698ae2847,false,false,4
rec_5b273bc681f78300f628,near_282bbb330591f07aeeb4,false,false,0
rec_5b32901885d6ae3028a0,near_100f814a57e93048fded,false,false,3
rec_5b38986e25ffaf863b28,near_13f4e070563fd36996e8,false,false,0
rec_5b4077e4769d9146c764,near_2791da3a50be06fd2718,true,false,0
rec_5b4ae7d0c9afcb033a35,near_ef7c8511727e2998ec4f,false,false,0
rec_5b52b2a5c8f80494fc4c,near_1d5276cbc1fac5ae701d,false,false,1
rec_5b56e9e90b4ad4b7ee20,near_240dcb395274ef42deaf,false,false,0
rec_5b5847d416c44b13cff8,near_dcbe7b3ef086fb52c204,false,false,0
rec_5b5b6accf249347fb609,near_8cdc24ae7ebd01085014,false,false,0
rec_5b629aeeee9a01ddd0e5,near_2791da3a50be06fd2718,true,false,0
rec_5b70dcf302263559d639,near_608dc0384b22a959ee8c,false,false,0
rec_5b77ee3c09e5346b8823,near_5cae342412c352bc5211,false,false,0
rec_5b8d25e5aa0483000fba,near_2791da3a50be06fd2718,true,false,2
rec_5b8e0eeea730940f3da8,near_485db00724e2ab8ea31f,false,false,0
rec_5b96f493d6ec7abb33c3,near_11945bee0aaa5dab4f5e,false,false,0
rec_5b993a5f7bdccebff329,near_2791da3a50be06fd2718,true,false,0
rec_5ba0dab8c2c259359e77,near_2791da3a50be06fd2718,true,false,0
rec_5ba68fa1d23febbcf841,near_2791da3a50be06fd2718,true,false,1
rec_5baa2d448a8f78d284dd,near_e929276130ecbf543f2d,false,false,0
rec_5bac303515d02cfa7d28,near_2791da3a50be06fd2718,true,false,0
rec_5bc432808f699bdd43a2,near_51edd82c4496cb8e58b7,false,false,3
rec_5bca53a28b4c087ae3c6,near_2517021cb12dd24b4758,false,false,3
rec_5bcd0c523ef1528e0ff9,near_8f44fd43d54b67481579,false,false,2
